Ticket Class,Ticket Priority,Ticket Number,Ticket Status,Ticket Status Original,Opened Date,Hostname,Ticket Summary,Queue ID,Ticket Resolved Date,Resolution Code,Resolution Text,Ticket Closed Date,Call code,Reported By,Executed Automata,Recommended Automata,Actionable,Assignment Queue,Autogenerated,Automation Engine,Closure Code,Target Finish Date,Time to resolve (min)
INCIDENT,3,INCEU1947056,CLOSED,CLOSED,2025-01-06T12:14:46,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-ISG,2025-01-06T12:32:46,Solved (Permanently),Automation handled issue successfully,2025-01-06T13:15:46,Event Management,External Service Desk,Y,Y,Y,K-PLTools-ISG,Y,Y,Email,2025-01-06T13:15:46,29
INCIDENT,3,INCEU1944816,CLOSED,CLOSED,2025-01-02T17:25:45,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-ISG,2025-01-02T17:43:45,Cancelled,Automation handled issue successfully,2025-01-02T17:46:45,Event Management,Self-service,Y,Y,N,K-PLTools-ISG,N,Y,Email,2025-01-02T17:46:45,31
INCIDENT,3,INCEU1945683,CLOSED,CLOSED,2025-01-07T01:46:23,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-07T04:04:23,Solved (Permanently),Automation handled issue successfully,2025-01-07T04:35:23,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-07T04:35:23,188
INCIDENT,3,INCEU1921970,CLOSED,CLOSED,2025-01-03T18:40:44,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-03T21:32:44,Cancelled,Resolved by Automation - RBA Event Clearing Received,2025-01-03T22:25:44,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,N,Y,Email,2025-01-03T22:25:44,195
INCIDENT,3,INCEU1946458,CLOSED,CLOSED,2025-01-03T04:51:45,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-03T07:20:45,Cancelled,Resolved by manual intervention,2025-01-03T07:47:45,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-03T07:47:45,104
INCIDENT,3,INCEU1931079,CLOSED,CLOSED,2025-01-05T00:03:44,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-ISG,2025-01-05T01:48:44,Cancelled,Resolved by Automation - RBA Event Clearing Received,2025-01-05T02:32:44,Event Management,Automation Engine,Y,Y,N,K-PLTools-ISG,N,Y,Email,2025-01-05T02:32:44,116
INCIDENT,3,INCEU1952372,CLOSED,CLOSED,2025-01-02T09:45:52,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-02T13:02:52,Cancelled,Automation handled issue successfully,2025-01-02T13:27:52,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,N,Y,Email,2025-01-02T13:27:52,13
INCIDENT,3,INCEU1991973,CLOSED,CLOSED,2025-01-06T08:45:13,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-ISG,2025-01-06T11:59:13,Solved (Permanently),Resolved by manual intervention,2025-01-06T12:02:13,Event Management,External Service Desk,Y,Y,N,K-PLTools-ISG,Y,Y,Email,2025-01-06T12:02:13,112
INCIDENT,3,INCEU1913783,CLOSED,CLOSED,2025-01-03T21:42:01,aks-sr-aks-prd,aks-sr-aks-prd issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-04T00:43:01,Cancelled,Resolved by Automation - RBA Event Clearing Received,2025-01-04T00:53:01,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-04T00:53:01,57
INCIDENT,3,INCEU1994896,CLOSED,CLOSED,2025-01-02T20:50:50,aks-sr-aks-prd,aks-sr-aks-prd issue detected and resolved automatically,K-PLTools-ISG,2025-01-02T22:57:50,Cancelled,Automation handled issue successfully,2025-01-02T23:56:50,Event Management,Automation Engine,Y,Y,N,K-PLTools-ISG,Y,Y,Email,2025-01-02T23:56:50,120
INCIDENT,3,INCEU1960277,CLOSED,CLOSED,2025-01-03T07:31:09,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-03T10:04:09,Cancelled,Automation handled issue successfully,2025-01-03T10:36:09,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-03T10:36:09,87
INCIDENT,3,INCEU1947072,CLOSED,CLOSED,2025-01-04T14:57:38,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-IN,2025-01-04T17:27:38,Cancelled,Automation handled issue successfully,2025-01-04T18:04:38,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-IN,N,Y,Email,2025-01-04T18:04:38,88
INCIDENT,3,INCEU1952176,CLOSED,CLOSED,2025-01-03T06:56:56,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-03T09:54:56,Solved (Permanently),Automation handled issue successfully,2025-01-03T10:09:56,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-Bridge,N,Y,Email,2025-01-03T10:09:56,11
INCIDENT,3,INCEU1960604,CLOSED,CLOSED,2025-01-02T20:18:13,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-ISG,2025-01-02T22:24:13,Solved (Permanently),Automation handled issue successfully,2025-01-02T22:26:13,Event Management,External Service Desk,Y,Y,N,K-PLTools-ISG,Y,Y,Email,2025-01-02T22:26:13,25
INCIDENT,3,INCEU1928894,CLOSED,CLOSED,2025-01-05T23:24:53,vpc-eu1-prod,vpc-eu1-prod issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-06T02:11:53,Cancelled,Resolved by manual intervention,2025-01-06T02:20:53,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-Bridge,Y,Y,Email,2025-01-06T02:20:53,159
INCIDENT,3,INCEU1953065,CLOSED,CLOSED,2025-01-07T11:25:43,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-07T13:02:43,Solved (Permanently),Closing this ticket as the extension is working well after restarting,2025-01-07T13:22:43,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-07T13:22:43,161
INCIDENT,3,INCEU1921846,CLOSED,CLOSED,2025-01-06T06:24:12,vpc-eu1-prod,vpc-eu1-prod issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-06T06:49:12,Solved (Permanently),Resolved by manual intervention,2025-01-06T07:37:12,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-Bridge,Y,Y,Email,2025-01-06T07:37:12,7
INCIDENT,3,INCEU1948452,CLOSED,CLOSED,2025-01-05T08:24:36,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-AIOPs-IN,2025-01-05T09:59:36,Cancelled,Closing this ticket as the extension is working well after restarting,2025-01-05T10:26:36,Event Management,Automation Engine,Y,Y,Y,K-PLTools-AIOPs-IN,N,Y,Email,2025-01-05T10:26:36,43
INCIDENT,3,INCEU1991226,CLOSED,CLOSED,2025-01-03T22:08:48,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-IN,2025-01-04T00:15:48,Solved (Permanently),Automation handled issue successfully,2025-01-04T01:13:48,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-IN,N,Y,Email,2025-01-04T01:13:48,163
INCIDENT,3,INCEU1997404,CLOSED,CLOSED,2025-01-01T02:44:13,aks-sr-aks-prd,aks-sr-aks-prd issue detected and resolved automatically,K-PLTools-AIOPs-IN,2025-01-01T04:43:13,Solved (Permanently),Automation handled issue successfully,2025-01-01T05:40:13,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-IN,N,Y,Email,2025-01-01T05:40:13,88
INCIDENT,3,INCEU1942780,CLOSED,CLOSED,2025-01-06T13:03:47,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-06T14:20:47,Solved (Permanently),Closing this ticket as the extension is working well after restarting,2025-01-06T14:32:47,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-Bridge,N,Y,Email,2025-01-06T14:32:47,97
INCIDENT,3,INCEU1948696,CLOSED,CLOSED,2025-01-01T06:23:25,aks-sr-aks-prd,aks-sr-aks-prd issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-01T09:11:25,Solved (Permanently),Automation handled issue successfully,2025-01-01T09:36:25,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-01T09:36:25,73
INCIDENT,3,INCEU1993442,CLOSED,CLOSED,2025-01-03T07:22:47,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-03T10:00:47,Solved (Permanently),Resolved by manual intervention,2025-01-03T10:16:47,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-03T10:16:47,112
INCIDENT,3,INCEU1921813,CLOSED,CLOSED,2025-01-04T13:57:25,org.logstash.logstash,org.logstash.logstash issue detected and resolved automatically,K-PLTools-AIOPs-IN,2025-01-04T15:20:25,Solved (Permanently),Closing this ticket as the extension is working well after restarting,2025-01-04T16:07:25,Event Management,Self-service,Y,Y,N,K-PLTools-AIOPs-IN,Y,Y,Email,2025-01-04T16:07:25,138
INCIDENT,3,INCEU1943681,CLOSED,CLOSED,2025-01-06T20:20:54,aks-sr-aks-prd,aks-sr-aks-prd issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-06T21:35:54,Cancelled,Resolved by Automation - RBA Event Clearing Received,2025-01-06T22:22:54,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-EU,N,Y,Email,2025-01-06T22:22:54,36
INCIDENT,3,INCEU1921836,CLOSED,CLOSED,2025-01-05T18:55:41,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-05T18:58:41,Cancelled,Resolved by manual intervention,2025-01-05T19:14:41,Event Management,External Service Desk,Y,Y,N,K-PLTools-AIOPs-EU,N,Y,Email,2025-01-05T19:14:41,172
INCIDENT,3,INCEU1993695,CLOSED,CLOSED,2025-01-05T12:11:58,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-05T12:38:58,Solved (Permanently),Resolved by manual intervention,2025-01-05T13:21:58,Event Management,Automation Engine,Y,Y,Y,K-PLTools-AIOPs-Bridge,N,Y,Email,2025-01-05T13:21:58,156
INCIDENT,3,INCEU1949608,CLOSED,CLOSED,2025-01-05T22:55:29,vpc-eu1-prod,vpc-eu1-prod issue detected and resolved automatically,K-PLTools-AIOPs-EU,2025-01-05T23:24:29,Cancelled,Automation handled issue successfully,2025-01-05T23:32:29,Event Management,Automation Engine,Y,Y,Y,K-PLTools-AIOPs-EU,Y,Y,Email,2025-01-05T23:32:29,29
INCIDENT,3,INCEU1960940,CLOSED,CLOSED,2025-01-06T12:07:59,integrated-aiops,integrated-aiops issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-06T13:41:59,Solved (Permanently),Automation handled issue successfully,2025-01-06T14:23:59,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-Bridge,N,Y,Email,2025-01-06T14:23:59,167
INCIDENT,3,INCEU1946666,CLOSED,CLOSED,2025-01-01T09:31:45,uatools-next-eu02,uatools-next-eu02 issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-01T12:27:45,Cancelled,Closing this ticket as the extension is working well after restarting,2025-01-01T12:50:45,Event Management,Automation Engine,Y,Y,N,K-PLTools-AIOPs-Bridge,N,Y,Email,2025-01-01T12:50:45,92
INCIDENT,3,INCEU1917936,CLOSED,CLOSED,2025-01-05T19:57:59,vpc-eu1-prod,vpc-eu1-prod issue detected and resolved automatically,K-PLTools-AIOPs-Bridge,2025-01-05T21:07:59,Solved (Permanently),Closing this ticket as the extension is working well after restarting,2025-01-05T21:19:59,Event Management,External Service Desk,Y,Y,Y,K-PLTools-AIOPs-Bridge,Y,Y,Email,2025-01-05T21:19:59,164
